label,verdict,verdict_encoded,input_type,inference_time_ms,threat_score,confidence,recommended_action,recommended_action_encoded,nlp_score,nlp_weight,nlp_source,nlp_source_encoded,top_phrase_count,tactic_count,tactic_urgency,tactic_authority_impersonation,tactic_financial_lure,tactic_credential_harvesting,tactic_suspicious_link,tactic_fear_threat,tactic_spoofing,tactic_reward_framing,tactic_bec_pattern,tactic_executive_impersonation,url_score,url_weight,url_count,shap_ip_as_host,shap_brand_impersonation,shap_auth_in_domain,shap_high_risk_tld,shap_newly_registered,shap_no_ssl,shap_url_length_long,shap_url_length_very_long,shap_subdomain_abuse,shap_high_entropy,shap_typosquatting,shap_brand_in_path,shap_suspicious_keywords,shap_hex_encoding,shap_at_symbol,shap_redirect_pattern,shap_exe_extension,shap_medium_risk_tld,shap_excessive_hyphens,shap_double_slash,shap_privacy_protected,shap_no_dns_record,shap_no_spf,shap_no_dmarc,shap_urlhaus_hit,url_length,domain_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at,num_question,num_equals,num_ampersand,num_percent,url_entropy,domain_entropy,subdomain_count,subdomain_length,path_depth,has_ip_address,is_https,is_http,tld_risk_high,tld_risk_medium,brand_in_domain,brand_in_path,is_legitimate_host,typosquatting_score,suspicious_path_kw,suspicious_domain_kw,has_exe_extension,has_file_extension,has_hex_encoding,double_slash_in_path,has_at_symbol,redirects_in_url,domain_has_numbers,domain_has_hyphens,header_score,header_weight,header_flag_count,spf_result_raw,dkim_result_raw,dmarc_result_raw,spf_result,dkim_result,dmarc_result,flag_spf_fail,flag_dkim_fail,flag_dkim_missing,flag_dmarc_fail,flag_reply_to_mismatch,flag_return_path_mismatch,flag_bulk_mailer,flag_missing_message_id,flag_missing_date,flag_excessive_hops,has_known_campaign,actor_confidence,related_domains_count,ti_malicious_domain_count,ti_feed_source_count,ti_global_reach_count,ioc_risk_boost,ioc_malicious_domain_count,ioc_malicious_ip_count,ioc_threat_family_count,ioc_source_count,dark_web_risk_raw,dark_web_risk,dark_web_breach_count,dark_web_total_exposed,dark_web_source_count,kill_chain_active_stages,kill_chain_overall_risk,kill_chain_attack_vector,kill_chain_attack_vector_encoded,kill_chain_is_brand_impersonation,kill_chain_initial_access_risk,kill_chain_credential_risk,kill_chain_financial_risk,kill_chain_lateral_risk,kill_chain_impact_level,kill_chain_impact_level_raw
1,PHISHING,2,email,9173,0.6909,0.8316,quarantine_and_block,2,0.956,0.35,unknown,-1,5,3,0.0,0.0,0.99,0,0.99,0,0.0,0.99,0,0,0.3695,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,31,6,14,0,2,1,0,4,0,0,0,0,0,4.0911,1.0,1,3,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0.1,1,0,0,1,LOW,1,0,0,0,1,0.691,Email-based Phishing,0,0,0.6909,0.415,0.276,0.484,1,MEDIUM
1,SUSPICIOUS,1,email,7092,0.3318,0.6593,flag_for_review,1,0.3576,0.35,unknown,-1,4,2,0.0,0.0,0.0,0,0.8,0,0.0,0.8,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.332,Email-based Phishing,0,0,0.3318,0.199,0.133,0.232,0,LOW
1,SUSPICIOUS,1,email,7231,0.3318,0.6593,flag_for_review,1,0.3577,0.35,unknown,-1,4,3,0.0,0.0,0.0,0,0.8,0,0.8,0.8,0,0,0.513,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.332,Sender Spoofing,2,0,0.3318,0.199,0.133,0.232,0,LOW
1,SAFE,0,email,5958,0.0716,0.5344,monitor,0,0.0827,0.35,unknown,-1,3,1,0.0,0.0,0.0,0,0.0,0,0.65,0.0,0,0,0.05,0.28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,UNKNOWN,0,0,0,0,1,0.072,Sender Spoofing,2,0,0.0716,0.043,0.029,0.05,0,LOW
1,SUSPICIOUS,1,email,8854,0.5339,0.7563,flag_for_review,1,0.9408,0.35,unknown,-1,2,2,0.0,0.0,0.0,0,0.99,0,0.99,0.0,0,0,0.2481,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,32,15,1,8,2,0,0,3,0,1,0,0,0,4.1639,1.9219,1,6,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.534,Sender Spoofing,2,0,0.5339,0.32,0.214,0.374,1,MEDIUM
1,SUSPICIOUS,1,email,10727,0.4189,0.7011,flag_for_review,1,0.8075,0.35,unknown,-1,5,2,0.0,0.0,0.0,0,0.8,0,0.0,0.8,0,0,0.2236,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,24,17,0,0,1,0,0,2,0,0,0,0,0,3.6887,2.7774,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.419,Email-based Phishing,0,0,0.4189,0.251,0.168,0.293,1,MEDIUM
1,SUSPICIOUS,1,email,7038,0.299,0.6435,flag_for_review,1,0.5205,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.99,0,0.99,0.99,0,0,0.2204,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,16,9,0,0,1,0,0,2,0,0,0,0,0,3.3278,2.3219,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.299,Sender Spoofing,2,0,0.299,0.179,0.12,0.209,0,LOW
1,SUSPICIOUS,1,email,8946,0.5152,0.7473,flag_for_review,1,0.8073,0.35,unknown,-1,4,2,0.0,0.0,0.0,0,0.8,0,0.8,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.515,Sender Spoofing,2,0,0.5152,0.309,0.206,0.361,1,MEDIUM
1,SUSPICIOUS,1,email,7659,0.2816,0.6352,flag_for_review,1,0.2202,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.65,0,0.65,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.282,Sender Spoofing,2,0,0.2816,0.169,0.113,0.197,0,LOW
0,SAFE,0,email,7385,0.1646,0.579,monitor,0,0.0839,0.35,unknown,-1,3,1,0.0,0.0,0.0,0,0.0,0,0.65,0.0,0,0,0.315,0.28,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.04,0,44,12,24,0,2,1,0,5,0,0,0,0,0,4.0017,2.0,1,4,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,3,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.165,Sender Spoofing,2,0,0.1646,0.099,0.066,0.115,0,LOW
0,SAFE,0,email,8065,0.2111,0.6013,monitor,0,0.0277,0.35,unknown,-1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.2204,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,17,9,1,0,1,0,0,3,0,0,0,0,0,3.5725,2.3219,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,2,1,1,0,0.1,1,0,0,1,LOW,1,0,0,0,1,0.211,Email-based Phishing,0,0,0.2111,0.127,0.084,0.148,0,LOW
1,SUSPICIOUS,1,email,9177,0.3854,0.685,flag_for_review,1,0.4912,0.35,unknown,-1,2,2,0.0,0.0,0.0,0,0.95,0,0.95,0.0,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.385,Sender Spoofing,2,0,0.3854,0.231,0.154,0.27,1,MEDIUM
1,SUSPICIOUS,1,email,10159,0.3322,0.6595,flag_for_review,1,0.3588,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.8,0,0.0,0.8,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.332,Email-based Phishing,0,0,0.3322,0.199,0.133,0.233,0,LOW
1,SUSPICIOUS,1,email,8303,0.3543,0.6701,flag_for_review,1,0.414,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.9,0,0.9,0.0,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.354,Sender Spoofing,2,0,0.3543,0.213,0.142,0.248,1,MEDIUM
1,SUSPICIOUS,1,email,8205,0.3777,0.6813,flag_for_review,1,0.6975,0.35,unknown,-1,5,2,0.0,0.0,0.0,0,0.0,0,0.8,0.8,0,0,0.2745,0.28,1,0,0,0,0,0,0.1,0,0,0,0.06,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,23,16,0,0,1,0,0,2,0,0,0,0,0,3.8279,3.2516,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.378,Sender Spoofing,2,0,0.3777,0.227,0.151,0.264,1,MEDIUM
1,SUSPICIOUS,1,email,8156,0.4702,0.7257,flag_for_review,1,0.8625,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.9,0,0.0,0.9,0,0,0.2445,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,33,16,1,8,2,0,0,3,0,1,0,0,0,4.1243,1.7925,1,6,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.47,Email-based Phishing,0,0,0.4702,0.282,0.188,0.329,1,MEDIUM
1,SUSPICIOUS,1,email,9017,0.5083,0.744,flag_for_review,1,0.9175,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.2445,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,32,8,1,11,2,0,0,3,0,1,0,0,0,4.0542,2.3219,1,3,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.508,Sender Spoofing,2,0,0.5083,0.305,0.203,0.356,1,MEDIUM
1,SUSPICIOUS,1,email,9018,0.3753,0.6801,flag_for_review,1,0.4677,0.35,unknown,-1,5,3,0.95,0.0,0.95,0,0.95,0,0.0,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.375,Social Engineering — Urgency/Fear,1,0,0.3753,0.225,0.15,0.263,1,MEDIUM
0,SAFE,0,email,7372,0.1315,0.5631,monitor,0,0.0296,0.35,unknown,-1,2,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.315,0.28,5,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.04,0,44,12,24,0,2,1,0,5,0,0,0,0,0,4.0017,2.0,1,4,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,3,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.132,Email-based Phishing,0,0,0.1315,0.079,0.053,0.092,0,LOW
1,SUSPICIOUS,1,email,6499,0.3795,0.6822,flag_for_review,1,0.4774,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.95,0,0.95,0.0,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.38,Sender Spoofing,2,0,0.3795,0.228,0.152,0.266,1,MEDIUM
0,SUSPICIOUS,1,email,7782,0.4127,0.6981,flag_for_review,1,0.5324,0.35,unknown,-1,3,1,0.0,0.0,0.0,0,0.0,0,0.75,0.0,0,0,0.1033,0.28,5,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,28,6,11,0,2,0,0,4,0,0,0,0,0,3.9233,1.0,1,3,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.4,0.19,3,unknown,none,none,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,5,1,1,0,0.1,1,0,0,1,LOW,1,0,0,0,1,0.413,Sender Spoofing,2,0,0.4127,0.248,0.165,0.289,1,MEDIUM
